Target,Text,Text_es
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","Eres tierra en todas partes, en el suelo, en las ventanas, incluso en mi camisa. Y a veces, cuando abro la boca, eres todo lo que sale fluyendo. Sueño con mi mundo sin ti, entonces la mitad de mis tareas también se van. Un tiempo de alegría para mí, muchos programas de televisión veré. Pero supongo que, como todas las cosas, solo debes existir, como la lluvia, el granizo y la niebla, y cuando mi tiempo aquí haya terminado, tú y yo nos convertiremos en uno."
ham,Aaooooright are you at work?,"¿Hola, estás en el trabajo?"
ham,I'm leaving my house now...,Estoy saliendo de mi casa ahora...
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?","Hola, mi amor. ¿Qué estás haciendo? ¿Fuiste a esa entrevista hoy? ¿Eres feliz? ¿Estás siendo un buen chico? ¿Piensas en mí? ¿Me extrañas?"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,"Anuncio de servicio al cliente. Tienes una entrega de Año Nuevo esperando por ti. Por favor, llama al 07046744435 ahora para organizar la entrega."
spam,You are a winner U have been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Eres un ganador. Has sido seleccionado especialmente para recibir £1000 en efectivo o unas vacaciones de 4 estrellas (vuelos incluidos). Habla con un operador en vivo para reclamar 0871277810810.
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,"Cuídate por mí porque te necesito y ya te extraño, y envidio a todos los que te ven en la vida real."
ham,New car and house for my parents.:)i have only new job in hand:),Nuevo coche y casa para mis padres. :) Solo tengo un nuevo trabajo en mano. :)
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,Estoy tan enamorado de ti. Me emociona cada día que paso contigo. Me haces tan feliz.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-PLS STOP bootydelious (32/F) te está invitando a ser su amigo. Responde YES-434 o NO-434. Véela en: www.SMS.ac/u/bootydelious STOP? Envía STOP FRND al 62468.
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","BangBabes, tu pedido está en camino. DEBES recibir un mensaje de servicio para descargar tu contenido. Si no lo recibes, ve a wap.bangb.tv en el menú de internet/servicio de tu móvil."
ham,I place all ur points on e cultures module already.,He colocado todos tus puntos en el módulo de culturas ya.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Ã¥Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,¡URGENTE! Estamos tratando de contactarte. El sorteo del último fin de semana muestra que has ganado un premio de £900 GARANTIZADO. Llama al 09061701939. Código de reclamación S89. Válido solo por 12 horas.
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Hola amigo, ¿cuál es la mejor manera de evitar malentendidos con nuestros seres queridos?"
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,"Gran escape. Me gusta el puente, pero necesita su cerveza. Nos vemos mañana."
ham,Yes :)it completely in out of form:)clark also utter waste.,Sí :) está completamente fuera de forma :) Clark también es un desperdicio total.
ham,"Sir, I need AXIS BANK account no and bank address.","Señor, necesito el número de cuenta del AXIS BANK y la dirección del banco."
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ","Hmm... Claro que tengo tiempo para saltar por ahí... Sí, puedo ir gratis sobre eso... Debo llamarte para discutirlo luego..."
ham,What time you coming down later? ,¿A qué hora vas a bajar más tarde?
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ","Santo cielo, no puedo creer que olvidaste mi apellido, Sr. Te daré una pista, es español y comienza con m..."
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","Bueno, voy a terminar mi baño ahora. Que tengas una buena...agradable noche."
ham,Let me know when you've got the money so carlos can make the call,Déjame saber cuando tengas el dinero para que Carlos pueda hacer la llamada.
ham,U still going to the mall?,¿Todavía vas al centro comercial?
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","Resulta que mis amigos se quedarán para todo el espectáculo y no volverán hasta ~ <#>, así que siéntete libre de seguir adelante y fumar eso que vale $ <#>."
ham,Text her. If she doesnt reply let me know so i can have her log in,"Mándale un mensaje. Si no responde, avísame para que pueda hacer que inicie sesión."
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,¡Hola! Acabas de hablar con MANEESHA V. Nos gustaría saber si estuviste satisfecho con la experiencia. Responde sin costo con Sí o No.
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,"Levantaste mis esperanzas con la oferta de dinero. Estoy en necesidad. Especialmente cuando se acerca el fin de mes y eso afecta mis estudios. De todos modos, que tengas un gran fin de semana."
ham,Lol no. U can trust me.,"Jaja, no. Puedes confiar en mí."
ham,ok. I am a gentleman and will treat you with dignity and respect.,Está bien. Soy un caballero y te trataré con dignidad y respeto.
ham,"He will, you guys close?","¿Él vendrá, ustedes están cerca?"
ham,Going on nothing great.bye,No va nada bien. Adiós.
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,"¡Hola, guapo! ¿Estás buscando ese trabajo? ¿No estás siendo perezoso? ¿Trabajando para recuperar esa red para mamá? ¿Dónde está mi chico ahora? ¿Me extraña?"
ham,"Haha awesome, be there in a minute","Jaja, genial, estaré allí en un minuto."
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,"Por favor, llama a nuestro representante de servicio al cliente al TELÉFONO GRATUITO 0808 145 4742 entre las 9 a.m. y las 11 p.m. ya que has GANADO un premio garantizado de £1000 en efectivo o un premio de £5000."
ham,Have you got Xmas radio times. If not i will get it now,"¿Tienes los horarios de la radio de Navidad? Si no, los conseguiré ahora."
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,"Acabo de llegar a casa. Primero voy a bañarme. Pero mi hermana está usando internet, te diré cuando termine, ¿vale?"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,¿Eres lo suficientemente único? Descúbrelo a partir del 30 de agosto. www.areyouunique.co.uk
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,"Lo siento. Me he unido a la liga de personas que no mantienen el contacto. Significas mucho para mí. Has sido un amigo en todo momento, incluso a un gran costo personal. Que tengas una gran semana."
ham,Hi :)finally i completed the course:),Hola :) finalmente completé el curso :)
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,"Se detendrá por sí mismo. Sin embargo, sugiero que se quede con alguien que pueda dar órdenes para cada silla."
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,¿Cómo estás? Espero que te hayas adaptado al nuevo año escolar. Solo te deseo un gran día.
ham,Gud mrng dear hav a nice day,"Buen día querido, que tengas un buen día."
ham,Did u got that persons story,¿Recibiste la historia de esa persona?
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,"¿Está muerto tu hámster? Oye, entonces mañana te encuentro a la 1 p.m. en la estación de MRT Orchard."
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,"Hola, soy Kate, ¿cómo va tu noche? Espero poder verte mañana un rato, pero tengo que cuidar al bebé. Responde si puedes. :) xxx"
ham,"Found it, ENC  &lt;#&gt; , where you at?","Lo encontré, ENC <#>, ¿dónde estás?"
ham,I sent you  &lt;#&gt;  bucks,Te envié <#> dólares.
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,"Hola cariño, he terminado la universidad, así que mándame un mensaje cuando termines, si puedes. Con amor, Kate xxx"
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Su cuenta ha sido recargada exitosamente por INR <DECIMAL>. Su saldo de cuenta prepago de KeralaCircle es Rs <DECIMAL>. Su ID de transacción es KR <#>.
ham,Goodmorning sleeping ga.,"Buenos días, durmiendo ga."
ham,U call me alter at 11 ok.,"Me llamas más tarde a las 11, está bien."
ham,ÃÃ say until like dat i dun buy ericsson oso cannot oredi lar...,"Yo diría que hasta ahora no he comprado Ericsson, así que no puedo hacerlo ya..."
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","Al entrar en mi cabaña, mi asistente me dijo: ""¡Feliz cumpleaños, jefe!"". Me sentí especial. Ella me preguntó sobre el almuerzo. Después del almuerzo, me invitó a su apartamento. Fuimos allí."
ham,"Aight yo, dats straight dogg","Está bien, amigo, eso es directo."
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,"Por favor, danos la conexión hoy mismo antes de <DECIMAL> o reembolsa la factura."
ham,Both :) i shoot big loads so get ready!,"¡Ambos :) disparo grandes cargas, así que prepárate!"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.","¿Qué tal, hermano? Espero que hayas tenido un gran descanso. Que tengas un semestre gratificante."
ham,Home so we can always chat,Hogar para que siempre podamos charlar.
ham,K:)k:)good:)study well.,K:)k:)bueno:)estudia bien.
ham,Yup... How Ã_ noe leh...,Yup... ¿Cómo no leh...?
ham,Sounds great! Are you home now?,¡Suena genial! ¿Estás en casa ahora?
ham,Finally the match heading towards draw as your prediction.,"Finalmente, el partido se dirige hacia un empate, como predijiste."
ham,Tired. I haven't slept well the past few nights.,Cansado. No he dormido bien las últimas noches.
ham,Easy ah?sen got selected means its good..,"Fácil, ¿eh? Ser seleccionado significa que es bueno."
ham,I have to take exam with march 3,Tengo que presentar el examen el 3 de marzo.
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,"Sí, deberías. Creo que puedes usar tu GT en este momento para registrarte. No estoy seguro, pero si hay alguna manera en la que pueda ayudar, házmelo saber. Pero cuando lo hagas, asegúrate de estar listo."
ham,Ok no prob. Take ur time.,"Está bien, no hay problema. Tómate tu tiempo."
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Hay un sistema operativo llamado Ubuntu que se puede ejecutar sin instalarse en el disco duro... puedes usar ese sistema operativo para copiar los archivos importantes del sistema y llevarlos a un taller de reparación.
ham,"Sorry, I'll call later","Lo siento, llamaré más tarde."
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,"Dices, ¿verdad? Por supuesto que no pasa nada. No digo que sea muy romántico, solo un poco. Creo que la vista nocturna no es tan bonita."
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Ã¥Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 nuevos móviles de 2004, ¡DEBEN IRSE! Envía: NOKIA al número: 89545 y recoge el tuyo hoy. Desde SOLO £1 www.4-tc.biz 2optout 087187262701. 50gbp/mtmsg18"
ham,Would really appreciate if you call me. Just need someone to talk to.,Realmente agradecería que me llamaras. Solo necesito a alguien con quien hablar.
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","¿Conocerás pronto a tu pareja soñada? ¿Tu carrera está despegando? Para averiguarlo gratis, envía un mensaje de texto con HORO seguido de tu signo zodiacal, por ejemplo, HORO ARIES."
ham,Hey company elama po mudyadhu.,"Hola, la compañía está en problemas."
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","La vida es más estricta que un maestro... Porque el maestro enseña la lección y luego realiza el examen, pero la vida primero realiza el examen y luego enseña las lecciones. Feliz mañana..."
